id,label
369,ship
370,deer
371,frog
372,dog
373,cat
374,airplane
375,truck
376,airplane
377,deer
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,frog
385,dog
386,cat
387,ship
388,horse
389,cat
390,cat
391,frog
392,frog
393,bird
394,frog
395,frog
396,frog
397,frog
398,deer
399,dog
400,deer
401,airplane
402,truck
403,deer
404,airplane
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,frog
413,ship
414,airplane
415,automobile
416,frog
417,truck
418,bird
419,bird
420,dog
421,frog
422,bird
423,ship
424,deer
425,ship
426,ship
427,truck
428,ship
429,bird
430,frog
431,frog
432,bird
433,frog
434,truck
435,airplane
436,horse
437,automobile
438,truck
439,automobile
440,frog
441,truck
442,airplane
443,deer
444,frog
445,ship
446,dog
447,horse
448,frog
449,airplane
450,airplane
451,dog
452,frog
453,airplane
454,airplane
455,horse
456,airplane
457,deer
458,cat
459,bird
460,truck
461,truck
462,frog
463,horse
464,frog
465,ship
466,frog
467,frog
468,bird
469,cat
470,deer
471,horse
472,ship
473,frog
474,airplane
475,cat
476,dog
477,truck
478,horse
479,dog
480,frog
481,horse
482,ship
483,cat
484,truck
485,dog
486,airplane
487,cat
488,horse
489,ship
490,airplane
491,truck
492,ship
493,frog
494,deer
495,automobile
496,horse
497,ship
498,frog
499,frog
500,cat
501,ship
502,dog
503,airplane
504,bird
505,horse
506,dog
507,dog
508,automobile
509,dog
510,automobile
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,ship
517,truck
518,ship
519,ship
520,automobile
521,truck
522,dog
523,horse
524,truck
525,frog
526,deer
527,bird
528,dog
529,frog
530,dog
531,airplane
532,frog
533,bird
534,bird
535,bird
536,bird
537,airplane
538,deer
539,truck
540,truck
541,truck
542,cat
543,cat
544,horse
545,frog
546,deer
547,bird
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,deer
555,frog
556,deer
557,dog
558,ship
559,bird
560,frog
561,automobile
562,frog
563,bird
564,cat
565,ship
566,airplane
567,deer
568,frog
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,frog
576,frog
577,truck
578,frog
579,ship
580,deer
581,frog
582,frog
583,frog
584,truck
585,bird
586,cat
587,deer
588,airplane
589,airplane
590,dog
591,horse
592,deer
593,truck
594,horse
595,frog
596,frog
597,dog
598,cat
599,bird
600,truck
601,truck
602,truck
603,cat
604,truck
605,truck
606,ship
607,bird
608,cat
609,horse
610,truck
611,deer
612,cat
613,automobile
614,cat
615,ship
616,frog
617,automobile
618,deer
619,horse
620,deer
621,frog
622,deer
623,dog
624,ship
625,bird
626,truck
627,ship
628,horse
629,horse
630,airplane
631,dog
632,truck
633,deer
634,horse
635,horse
636,ship
637,deer
638,frog
639,airplane
640,cat
641,deer
642,cat
643,deer
644,horse
645,cat
646,automobile
647,truck
648,frog
649,horse
650,cat
651,airplane
652,truck
653,dog
654,horse
655,frog
656,cat
657,cat
658,truck
659,deer
660,cat
661,dog
662,ship
663,bird
664,truck
665,ship
666,automobile
667,bird
668,automobile
669,frog
670,truck
671,bird
672,bird
673,frog
674,airplane
675,horse
676,truck
677,cat
678,automobile
679,dog
680,cat
681,frog
682,airplane
683,horse
684,ship
685,dog
686,frog
687,cat
688,frog
689,deer
690,bird
691,deer
692,cat
693,airplane
694,truck
695,automobile
696,truck
697,cat
698,ship
699,automobile
700,frog
701,truck
702,dog
703,truck
704,cat
705,dog
706,cat
707,frog
708,cat
709,bird
710,deer
711,frog
712,automobile
713,dog
714,deer
715,automobile
716,automobile
717,bird
718,frog
719,dog
720,dog
721,truck
722,cat
723,bird
724,dog
725,bird
726,bird
727,cat
728,deer
729,ship
730,frog
731,ship
732,cat
733,truck
734,bird
735,dog
736,automobile
737,frog
738,truck
739,cat
740,dog
741,airplane
742,dog
743,airplane
744,cat
745,airplane
746,deer
747,deer
748,dog
749,dog
750,ship
751,truck
752,ship
753,frog
754,truck
755,cat
756,automobile
757,dog
758,deer
759,frog
760,automobile
761,automobile
762,horse
763,deer
764,airplane
765,dog
766,ship
767,deer
768,deer
769,airplane
770,ship
771,airplane
772,horse
773,dog
774,dog
775,cat
776,ship
777,airplane
778,dog
779,deer
780,horse
781,truck
782,automobile
783,deer
784,frog
785,bird
786,bird
787,dog
788,horse
789,bird
790,ship
791,bird
792,dog
793,cat
794,cat
795,horse
796,airplane
797,bird
798,bird
799,deer
800,airplane
801,frog
802,deer
803,cat
804,truck
805,airplane
806,automobile
807,frog
808,frog
809,bird
810,frog
811,truck
812,horse
813,frog
814,bird
815,horse
816,cat
817,frog
818,cat
819,cat
820,deer
821,dog
822,truck
823,truck
824,ship
825,deer
826,cat
827,bird
828,deer
829,frog
830,ship
831,automobile
832,dog
833,frog
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,airplane
841,horse
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,horse
851,ship
852,dog
853,horse
854,bird
855,dog
856,frog
857,ship
858,truck
859,dog
860,bird
861,automobile
862,ship
863,cat
864,airplane
865,ship
866,dog
867,deer
868,dog
869,airplane
870,frog
871,deer
872,horse
873,truck
874,bird
875,truck
876,cat
877,deer
878,airplane
879,frog
880,ship
881,deer
882,frog
883,deer
884,dog
885,bird
886,frog
887,frog
888,dog
889,horse
890,dog
891,bird
892,ship
893,frog
894,automobile
895,truck
896,frog
897,cat
898,truck
899,cat
900,airplane
901,frog
902,truck
903,horse
904,truck
905,cat
906,bird
907,frog
908,bird
909,airplane
910,deer
911,dog
912,frog
913,cat
914,truck
915,horse
916,ship
917,dog
918,automobile
919,cat
920,dog
921,dog
922,frog
923,ship
924,automobile
925,frog
926,automobile
927,airplane
928,bird
929,automobile
930,truck
931,bird
932,bird
933,frog
934,horse
935,dog
936,airplane
937,frog
938,automobile
939,automobile
940,airplane
941,airplane
942,truck
943,truck
944,airplane
945,horse
946,bird
947,cat
948,truck
949,truck
950,horse
951,dog
952,airplane
953,dog
954,cat
955,truck
956,truck
957,airplane
958,deer
959,automobile
960,airplane
961,frog
962,frog
963,horse
964,airplane
965,dog
966,deer
967,frog
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,frog
974,frog
975,frog
976,deer
977,airplane
978,deer
979,truck
980,dog
981,bird
982,deer
983,ship
984,deer
985,airplane
986,bird
987,horse
988,dog
989,truck
990,dog
991,truck
992,ship
993,dog
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,cat
1001,bird
1002,airplane
1003,cat
1004,airplane
1005,cat
1006,cat
1007,ship
1008,automobile
1009,automobile
1010,dog
1011,cat
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,dog
1022,horse
1023,deer
1024,automobile
1025,horse
1026,automobile
1027,deer
1028,bird
1029,dog
1030,dog
1031,horse
1032,horse
1033,deer
1034,cat
1035,bird
1036,dog
1037,deer
1038,truck
1039,dog
1040,cat
1041,airplane
1042,bird
1043,dog
1044,airplane
1045,ship
1046,horse
1047,cat
1048,frog
1049,dog
1050,dog
1051,airplane
1052,frog
1053,dog
1054,frog
1055,dog
1056,frog
1057,cat
1058,deer
1059,bird
1060,horse
1061,frog
1062,bird
1063,truck
1064,automobile
1065,bird
1066,truck
1067,dog
1068,horse
1069,frog
1070,ship
1071,cat
1072,deer
1073,horse
1074,cat
1075,cat
1076,truck
1077,bird
1078,frog
1079,truck
1080,deer
1081,horse
1082,dog
1083,deer
1084,ship
1085,ship
1086,deer
1087,horse
1088,deer
1089,bird
1090,cat
1091,ship
1092,ship
1093,truck
1094,truck
1095,deer
1096,bird
1097,cat
1098,frog
1099,cat
1100,truck
1101,dog
1102,airplane
1103,bird
1104,dog
1105,truck
1106,airplane
1107,airplane
1108,truck
1109,truck
1110,deer
1111,bird
1112,horse
1113,frog
1114,frog
1115,deer
1116,cat
1117,truck
1118,deer
1119,airplane
1120,cat
1121,automobile
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,frog
1128,frog
1129,truck
1130,cat
1131,frog
1132,deer
1133,truck
1134,frog
1135,automobile
1136,cat
1137,frog
1138,ship
1139,horse
1140,frog
1141,horse
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,truck
1152,frog
1153,bird
1154,bird
1155,horse
1156,cat
1157,dog
1158,truck
1159,airplane
1160,frog
1161,dog
1162,airplane
1163,airplane
1164,frog
1165,ship
1166,bird
1167,airplane
1168,automobile
1169,dog
1170,cat
1171,dog
1172,truck
1173,deer
1174,deer
1175,ship
1176,deer
1177,deer
1178,truck
1179,dog
1180,frog
1181,frog
1182,cat
1183,deer
1184,automobile
1185,dog
1186,bird
1187,dog
1188,cat
1189,frog
1190,cat
1191,bird
1192,ship
1193,horse
1194,dog
1195,ship
1196,ship
1197,horse
1198,deer
1199,dog
1200,bird
1201,truck
1202,bird
1203,dog
1204,frog
1205,deer
1206,dog
1207,dog
1208,cat
1209,cat
1210,frog
1211,frog
1212,truck
1213,truck
1214,truck
1215,ship
1216,frog
1217,airplane
1218,airplane
1219,bird
1220,automobile
1221,horse
1222,ship
1223,cat
1224,bird
1225,bird
1226,automobile
1227,automobile
1228,cat
1229,automobile
1230,bird
1231,dog
1232,airplane
1233,deer
1234,automobile
1235,automobile
1236,frog
1237,dog
1238,cat
1239,cat
1240,frog
1241,dog
1242,ship
1243,deer
1244,airplane
1245,cat
1246,ship
1247,horse
1248,airplane
1249,horse
1250,dog
1251,frog
1252,deer
1253,airplane
1254,ship
1255,ship
1256,frog
1257,bird
1258,frog
1259,frog
1260,truck
1261,cat
1262,bird
1263,horse
1264,bird
1265,truck
1266,frog
1267,cat
1268,ship
1269,truck
1270,dog
1271,dog
1272,airplane
1273,cat
1274,airplane
1275,frog
1276,ship
1277,horse
1278,ship
1279,horse
1280,frog
1281,dog
1282,ship
1283,dog
1284,deer
1285,truck
1286,bird
1287,truck
1288,horse
1289,cat
1290,cat
1291,frog
1292,automobile
1293,dog
1294,automobile
1295,truck
1296,deer
1297,truck
1298,horse
1299,airplane
1300,deer
1301,automobile
1302,airplane
1303,deer
1304,deer
1305,frog
1306,horse
1307,deer
1308,bird
1309,airplane
1310,frog
1311,truck
1312,cat
1313,airplane
1314,frog
1315,deer
1316,dog
1317,truck
1318,automobile
1319,cat
1320,truck
1321,dog
1322,frog
1323,ship
1324,cat
1325,horse
1326,bird
1327,deer
1328,automobile
1329,automobile
1330,ship
1331,automobile
1332,ship
1333,truck
1334,truck
1335,dog
1336,bird
1337,horse
1338,frog
1339,automobile
1340,airplane
1341,automobile
1342,frog
1343,airplane
1344,airplane
1345,airplane
1346,bird
1347,frog
1348,bird
1349,horse
1350,frog
1351,dog
1352,deer
1353,bird
1354,cat
1355,deer
1356,truck
1357,horse
1358,cat
1359,dog
1360,dog
1361,automobile
1362,cat
1363,deer
1364,truck
1365,deer
1366,cat
1367,deer
1368,cat
1369,frog
1370,automobile
1371,dog
1372,cat
1373,deer
1374,dog
1375,frog
1376,bird
1377,cat
1378,horse
1379,cat
1380,cat
1381,ship
1382,truck
1383,truck
1384,deer
1385,truck
1386,truck
1387,cat
1388,frog
1389,deer
1390,cat
1391,bird
1392,deer
1393,horse
1394,ship
1395,bird
1396,horse
1397,deer
1398,truck
1399,airplane
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,cat
1407,cat
1408,airplane
1409,deer
1410,cat
1411,deer
1412,cat
1413,automobile
1414,dog
1415,dog
1416,truck
1417,ship
1418,cat
1419,horse
1420,deer
1421,truck
1422,automobile
1423,frog
1424,airplane
1425,dog
1426,frog
1427,cat
1428,cat
1429,bird
1430,cat
1431,bird
1432,automobile
1433,truck
1434,deer
1435,automobile
1436,bird
1437,frog
1438,horse
1439,cat
1440,dog
1441,truck
1442,truck
1443,frog
1444,deer
1445,automobile
1446,truck
1447,frog
1448,frog
1449,cat
1450,deer
1451,airplane
1452,deer
1453,frog
1454,deer
1455,bird
1456,airplane
1457,cat
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,deer
1464,dog
1465,cat
1466,airplane
1467,truck
1468,deer
1469,ship
1470,cat
1471,dog
1472,bird
1473,frog
1474,frog
1475,bird
1476,horse
1477,deer
1478,truck
1479,truck
1480,deer
1481,cat
1482,dog
1483,ship
1484,truck
1485,frog
1486,horse
1487,cat
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,cat
1494,cat
1495,frog
1496,airplane
1497,dog
1498,truck
1499,ship
1500,truck
1501,ship
1502,bird
1503,ship
1504,truck
1505,horse
1506,bird
1507,airplane
1508,bird
1509,horse
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,ship
1516,frog
1517,automobile
1518,airplane
1519,frog
1520,automobile
1521,frog
1522,ship
1523,truck
1524,frog
1525,automobile
1526,frog
1527,airplane
1528,bird
1529,bird
1530,dog
1531,automobile
1532,ship
1533,cat
1534,bird
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,ship
1542,dog
1543,truck
1544,deer
1545,truck
1546,bird
1547,bird
1548,frog
1549,deer
1550,deer
1551,dog
1552,truck
1553,automobile
1554,deer
1555,bird
1556,deer
1557,bird
1558,cat
1559,bird
1560,deer
1561,deer
1562,frog
1563,dog
1564,cat
1565,horse
1566,frog
1567,deer
1568,cat
1569,frog
1570,cat
1571,cat
1572,deer
1573,automobile
1574,frog
1575,frog
1576,ship
1577,truck
1578,airplane
1579,truck
1580,deer
1581,cat
1582,automobile
1583,deer
1584,ship
1585,bird
1586,ship
1587,cat
1588,cat
1589,airplane
1590,airplane
1591,frog
1592,dog
1593,frog
1594,frog
1595,dog
1596,automobile
1597,deer
1598,dog
1599,frog
1600,airplane
1601,frog
1602,truck
1603,dog
1604,dog
1605,cat
1606,horse
1607,ship
1608,horse
1609,cat
1610,cat
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,airplane
1618,bird
1619,dog
1620,truck
1621,truck
1622,frog
1623,ship
1624,automobile
1625,cat
1626,ship
1627,frog
1628,dog
1629,deer
1630,dog
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,dog
1637,truck
1638,bird
1639,frog
1640,airplane
1641,automobile
1642,truck
1643,cat
1644,horse
1645,automobile
1646,cat
1647,truck
1648,cat
1649,cat
1650,automobile
1651,horse
1652,horse
1653,deer
1654,dog
1655,automobile
1656,bird
1657,automobile
1658,frog
1659,airplane
1660,truck
1661,cat
1662,ship
1663,horse
1664,ship
1665,cat
1666,automobile
1667,cat
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,horse
1674,deer
1675,automobile
1676,truck
1677,frog
1678,deer
1679,deer
1680,cat
1681,deer
1682,cat
1683,truck
1684,deer
1685,frog
1686,dog
1687,airplane
1688,airplane
1689,ship
1690,automobile
1691,frog
1692,dog
1693,airplane
1694,horse
1695,frog
1696,truck
1697,ship
1698,automobile
1699,ship
1700,deer
1701,frog
1702,airplane
1703,cat
1704,dog
1705,dog
1706,bird
1707,automobile
1708,dog
1709,deer
1710,truck
1711,horse
1712,deer
1713,dog
1714,frog
1715,airplane
1716,deer
1717,truck
1718,horse
1719,cat
1720,cat
1721,frog
1722,dog
1723,cat
1724,frog
1725,frog
1726,deer
1727,frog
1728,cat
1729,ship
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,cat
1736,truck
1737,cat
1738,bird
1739,bird
1740,bird
1741,ship
1742,airplane
1743,frog
1744,cat
1745,bird
1746,automobile
1747,frog
1748,dog
1749,frog
1750,cat
1751,automobile
1752,bird
1753,deer
1754,automobile
1755,frog
1756,truck
1757,truck
1758,airplane
1759,airplane
1760,frog
1761,ship
1762,ship
1763,airplane
1764,frog
1765,cat
1766,ship
1767,airplane
1768,frog
1769,airplane
1770,cat
1771,frog
1772,cat
1773,automobile
1774,deer
1775,bird
1776,deer
1777,cat
1778,frog
1779,truck
1780,dog
1781,truck
1782,bird
1783,dog
1784,cat
1785,deer
1786,automobile
1787,truck
1788,frog
1789,bird
1790,cat
1791,dog
1792,truck
1793,ship
1794,truck
1795,deer
1796,frog
1797,bird
1798,bird
1799,dog
1800,automobile
1801,cat
1802,airplane
1803,bird
1804,bird
1805,automobile
1806,cat
1807,cat
1808,truck
1809,truck
1810,cat
1811,cat
1812,horse
1813,horse
1814,horse
1815,frog
1816,deer
1817,deer
1818,airplane
1819,frog
1820,dog
1821,cat
1822,deer
1823,bird
1824,cat
1825,cat
1826,airplane
1827,dog
1828,deer
1829,bird
1830,automobile
1831,truck
1832,cat
1833,airplane
1834,truck
1835,frog
1836,dog
1837,cat
1838,dog
1839,frog
1840,horse
1841,deer
1842,deer
1843,cat
1844,horse
1845,frog
1846,bird
1847,airplane
1848,dog
1849,deer
1850,cat
1851,cat
1852,frog
1853,automobile
1854,ship
1855,airplane
1856,automobile
1857,frog
1858,horse
1859,ship
1860,deer
1861,horse
1862,airplane
1863,dog
1864,frog
1865,dog
1866,frog
1867,airplane
1868,frog
1869,deer
1870,dog
1871,airplane
1872,deer
1873,frog
1874,airplane
1875,cat
1876,ship
1877,frog
1878,airplane
1879,dog
1880,deer
1881,cat
1882,airplane
1883,truck
1884,cat
1885,automobile
1886,bird
1887,automobile
1888,cat
1889,horse
1890,cat
1891,deer
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,airplane
1897,cat
1898,deer
1899,automobile
1900,horse
1901,cat
1902,horse
1903,ship
1904,deer
1905,airplane
1906,frog
1907,truck
1908,cat
1909,truck
1910,truck
1911,ship
1912,horse
1913,automobile
1914,cat
1915,truck
1916,frog
1917,deer
1918,bird
1919,ship
1920,cat
1921,dog
1922,ship
1923,horse
1924,dog
1925,airplane
1926,frog
1927,cat
1928,cat
1929,bird
1930,deer
1931,ship
1932,airplane
1933,truck
1934,deer
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,frog
1946,cat
1947,ship
1948,airplane
1949,frog
1950,cat
1951,truck
1952,dog
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,frog
1960,airplane
1961,truck
1962,deer
1963,frog
1964,frog
1965,truck
1966,dog
1967,automobile
1968,truck
1969,automobile
1970,frog
1971,truck
1972,dog
1973,dog
1974,cat
1975,ship
1976,cat
1977,deer
1978,ship
1979,frog
1980,airplane
1981,ship
1982,dog
1983,truck
1984,bird
1985,deer
1986,cat
1987,cat
1988,bird
1989,airplane
1990,bird
1991,frog
1992,dog
1993,cat
1994,truck
1995,frog
1996,truck
1997,ship
1998,frog
1999,frog
2000,truck
2001,frog
2002,cat
2003,truck
2004,bird
2005,dog
2006,horse
2007,ship
2008,dog
2009,dog
2010,automobile
2011,horse
2012,frog
2013,horse
2014,airplane
2015,bird
2016,cat
2017,cat
2018,deer
2019,ship
2020,airplane
2021,airplane
2022,frog
2023,deer
2024,horse
2025,dog
2026,truck
2027,bird
2028,cat
2029,airplane
2030,horse
2031,deer
2032,ship
2033,frog
2034,deer
2035,cat
2036,ship
2037,cat
2038,dog
2039,horse
2040,bird
2041,airplane
2042,deer
2043,frog
2044,dog
2045,deer
2046,horse
2047,frog
2048,dog
2049,cat
2050,truck
2051,deer
2052,bird
2053,frog
2054,horse
2055,bird
2056,airplane
2057,automobile
2058,deer
2059,bird
2060,dog
2061,cat
2062,frog
2063,dog
2064,frog
2065,frog
2066,truck
2067,ship
2068,truck
2069,deer
2070,cat
2071,frog
2072,cat
2073,deer
2074,frog
2075,deer
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,frog
2084,cat
2085,dog
2086,horse
2087,frog
2088,dog
2089,truck
2090,frog
2091,horse
2092,airplane
2093,cat
2094,ship
2095,bird
2096,ship
2097,frog
2098,truck
2099,deer
2100,ship
2101,horse
2102,airplane
2103,automobile
2104,dog
2105,airplane
2106,automobile
2107,airplane
2108,truck
2109,automobile
2110,frog
2111,deer
2112,horse
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,dog
2121,horse
2122,automobile
2123,deer
2124,bird
2125,truck
2126,cat
2127,ship
2128,ship
2129,ship
2130,truck
2131,ship
2132,horse
2133,dog
2134,truck
2135,airplane
2136,cat
2137,deer
2138,cat
2139,bird
2140,horse
2141,frog
2142,automobile
2143,dog
2144,bird
2145,bird
2146,airplane
2147,bird
2148,cat
2149,dog
2150,truck
2151,dog
2152,frog
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,frog
2167,dog
2168,frog
2169,ship
2170,bird
2171,ship
2172,horse
2173,bird
2174,airplane
2175,dog
2176,cat
2177,frog
2178,cat
2179,automobile
2180,cat
2181,frog
2182,truck
2183,horse
2184,ship
2185,horse
2186,automobile
2187,cat
2188,truck
2189,frog
2190,cat
2191,horse
2192,frog
2193,truck
2194,automobile
2195,cat
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,horse
2204,ship
2205,horse
2206,horse
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,airplane
2213,cat
2214,ship
2215,truck
2216,ship
2217,ship
2218,automobile
2219,frog
2220,automobile
2221,truck
2222,automobile
2223,cat
2224,dog
2225,dog
2226,automobile
2227,airplane
2228,cat
2229,airplane
2230,deer
2231,cat
2232,truck
2233,ship
2234,airplane
2235,frog
2236,airplane
2237,cat
2238,frog
2239,ship
2240,horse
2241,ship
2242,truck
2243,truck
2244,horse
2245,deer
2246,frog
2247,frog
2248,automobile
2249,automobile
2250,cat
2251,dog
2252,horse
2253,dog
2254,bird
2255,truck
2256,airplane
2257,frog
2258,cat
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,bird
2265,bird
2266,bird
2267,dog
2268,dog
2269,horse
2270,frog
2271,automobile
2272,ship
2273,automobile
2274,horse
2275,horse
2276,truck
2277,horse
2278,ship
2279,ship
2280,dog
2281,frog
2282,frog
2283,deer
2284,frog
2285,frog
2286,airplane
2287,truck
2288,ship
2289,frog
2290,frog
2291,dog
2292,truck
2293,deer
2294,cat
2295,cat
2296,dog
2297,airplane
2298,airplane
2299,airplane
2300,cat
2301,frog
2302,horse
2303,dog
2304,airplane
2305,cat
2306,airplane
2307,cat
2308,cat
2309,airplane
2310,cat
2311,automobile
2312,frog
2313,dog
2314,cat
2315,truck
2316,truck
2317,dog
2318,ship
2319,deer
2320,cat
2321,deer
2322,deer
2323,frog
2324,frog
2325,bird
2326,frog
2327,frog
2328,frog
2329,truck
2330,deer
2331,cat
2332,automobile
2333,bird
2334,automobile
2335,airplane
2336,cat
2337,deer
2338,frog
2339,airplane
2340,cat
2341,bird
2342,deer
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,frog
2350,dog
2351,deer
2352,frog
2353,deer
2354,bird
2355,deer
2356,ship
2357,horse
2358,dog
2359,bird
2360,airplane
2361,ship
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,deer
2368,ship
2369,truck
2370,ship
2371,horse
2372,dog
2373,ship
2374,deer
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,cat
2380,truck
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,cat
2386,cat
2387,airplane
2388,automobile
2389,bird
2390,frog
2391,bird
2392,automobile
2393,truck
2394,frog
2395,deer
2396,horse
2397,cat
2398,bird
2399,cat
2400,ship
2401,automobile
2402,cat
2403,airplane
2404,dog
2405,deer
2406,frog
2407,airplane
2408,automobile
2409,cat
2410,frog
2411,cat
2412,ship
2413,ship
2414,dog
2415,automobile
2416,cat
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,deer
2423,horse
2424,dog
2425,cat
2426,bird
2427,dog
2428,deer
2429,truck
2430,horse
2431,deer
